watch_id,user_id,movie_id,watch_date,watch_duration,device_type
W34605,15394,1437,2024-12-17,123.0,Laptop
W34606,15594,4098,2024-12-17,111.0,Laptop
W34607,15337,1269,2024-12-17,93.0,Laptop
W34608,15582,3932,2024-12-17,65.0,Mobile
W34609,15836,109,2024-12-17,103.0,Washing Machine
W34610,15910,2078,2024-12-17,95.0,Laptop
W34611,15838,4019,2024-12-17,110.0,Mobile
W34612,15499,2157,2024-12-17,103.0,Smart TV
W34613,15488,874,2024-12-17,93.0,Laptop
W34614,15605,3435,2024-12-17,108.0,Mobile
W34615,15168,4105,2024-12-17,113.0,Laptop
W34616,15525,1596,2024-12-17,97.0,Mobile
W34617,15921,3214,2024-12-17,100.0,Smart TV
W34618,15239,3681,2024-12-17,124.0,Laptop
W34619,15195,4119,2024-12-17,129.0,Smart TV
W34620,15065,821,2024-12-17,9.0,Smart TV
W34621,15264,2015,2024-12-17,127.0,Laptop
W34622,15398,2835,2024-12-17,99.0,Smart TV
W34623,15405,2308,2024-12-17,93.0,Smart TV
W34624,15165,1529,2024-12-17,96.0,Laptop
W34625,15618,285,2024-12-17,103.0,Mobile
W34626,15700,972,2024-12-17,86.0,Laptop
W34627,15001,2041,2024-12-17,111.0,Smart TV
W34628,15064,2393,2024-12-17,21.0,Mobile
W34629,15585,1767,2024-12-17,45.0,Smart TV
W34630,15836,3162,2024-12-17,91.0,Laptop
W34631,15098,3627,2024-12-17,12.0,Laptop
W34632,15533,3742,2024-12-17,120.0,Laptop
W34633,15159,13,2024-12-17,164.0,Smart TV
W34634,15087,2897,2024-12-17,67.0,Smart TV
W34635,15690,2754,2024-12-17,95.0,Laptop
W34636,15016,3710,2024-12-17,82.0,Mobile
W34637,15204,504,2024-12-17,115.0,Laptop
W34638,15638,3722,2024-12-17,109.0,Laptop
W34639,15820,1739,2024-12-17,84.0,Smart TV
W34640,15606,3823,2024-12-17,7.0,Mobile
W34641,15430,3019,2024-12-17,105.0,Laptop
W34642,15191,1909,2024-12-17,11.0,Laptop
W34643,15812,2380,2024-12-17,122.0,Smart TV
W34644,15320,2697,2024-12-17,95.0,Smart TV
W34645,15677,1459,2024-12-17,-15.0,Smart TV
W34646,15109,2223,2024-12-17,6.0,Laptop
W34647,15175,2320,2024-12-17,101.0,Smart TV
W34648,15865,86,2024-12-17,80.0,Smart TV
W34649,15273,1531,2024-12-17,144.0,Laptop
W34650,15005,3019,2024-12-17,97.0,Laptop
W34651,15377,31,2024-12-17,138.0,Smart TV
W34652,15578,2027,2024-12-17,108.0,Laptop
W34653,15701,2663,2024-12-17,91.0,Mobile
W34654,15708,1208,2024-12-17,102.0,Mobile
W34655,15590,2242,2024-12-17,91.0,Smart TV
W34656,15846,1141,2024-12-17,,Laptop
W34657,15347,283,2024-12-17,119.0,Laptop
W34658,15051,3141,2024-12-17,95.0,Laptop
W34659,15609,4174,2024-12-17,120.0,Laptop
W34660,15214,249,2024-12-17,108.0,Laptop
W34661,15463,380,2024-12-17,114.0,Laptop
W34662,15115,1467,2024-12-17,121.0,Smart TV
W34663,15170,636,2024-12-17,99.0,Laptop
W34664,15417,3248,2024-12-17,38.0,Mobile
W34665,15734,1834,2024-12-17,84.0,Mobile
W34666,15897,4019,2024-12-17,109.0,Laptop
W34667,15384,2617,2024-12-17,119.0,Mobile
W34668,15058,1208,2024-12-17,100.0,Mobile
W34669,15383,261,2024-12-17,98.0,Smart TV
W34670,15558,2505,2024-12-17,111.0,Mobile
W34671,15184,462,2024-12-17,122.0,Laptop
W34672,15886,4061,2024-12-17,50.0,Laptop
W34673,15020,2674,2024-12-17,108.0,Smart TV
W34674,15806,663,2024-12-17,64.0,Laptop
W34675,15502,224,2024-12-17,111.0,Smart TV
W34676,15734,1470,2024-12-17,20.0,Smart TV
W34677,15860,561,2024-12-17,68.0,Laptop
W34678,15334,2942,2024-12-17,50.0,Smart TV
W34679,15678,3988,2024-12-17,93.0,Smart TV
W34680,15306,2052,2024-12-17,89.0,Washing Machine
W34681,15063,1595,2024-12-17,46.0,Mobile
W34682,15046,3095,2024-12-17,20.0,Laptop
W34683,15849,17,2024-12-17,118.0,Smart TV
W34684,15586,2320,2024-12-17,99.0,Laptop
W34685,15429,3742,2024-12-17,67.0,Laptop
W34686,15725,7,2024-12-17,115.0,Mobile
W34687,15423,2761,2024-12-17,133.0,Laptop
W34688,15331,2027,2024-12-17,111.0,Laptop
W34689,15817,393,2024-12-17,21.0,Laptop
W34690,15812,1132,2024-12-17,124.0,Laptop
W34691,15144,1544,2024-12-17,41.0,Smart TV
W34692,15821,2055,2024-12-17,106.0,Smart TV
W34693,15512,3172,2024-12-17,81.0,Smart TV
W34694,15542,2171,2024-12-17,86.0,Laptop
W34695,15242,4109,2024-12-17,56.0,Smart TV
W34696,15724,2830,2024-12-17,152.0,Mobile
W34697,15463,3841,2024-12-17,100.0,Smart TV
W34698,15680,2108,2024-12-17,103.0,Smart TV
W34699,15683,2289,2024-12-17,95.0,Laptop
W34700,15420,4094,2024-12-17,118.0,Laptop
W34701,15117,1418,2024-12-17,104.0,Smart TV
W34702,15179,3779,2024-12-17,91.0,Laptop
W34703,15001,2563,2024-12-17,88.0,Mobile
W34704,15499,1135,2024-12-17,90.0,Mobile
W34705,15644,3949,2024-12-17,117.0,Mobile
W34706,15700,1022,2024-12-17,41.0,Mobile
W34707,15034,1739,2024-12-17,82.0,Smart TV
W34708,15036,622,2024-12-17,54.0,Smart TV
W34709,15446,191,2024-12-17,53.0,Smart TV
W34710,15594,2669,2024-12-17,86.0,Laptop
W34711,15051,913,2024-12-17,77.0,Smart TV
W34712,15452,2661,2024-12-17,43.0,Laptop
W34713,15292,1537,2024-12-17,106.0,Smart TV
W34714,15892,77,2024-12-17,120.0,Laptop
W34715,15131,3942,2024-12-17,128.0,Smart TV
W34716,15478,3892,2024-12-17,91.0,Smart TV
W34717,15727,243,2024-12-17,142.0,Smart TV
W34718,15668,2380,2024-12-17,118.0,Smart TV
W34719,15189,3579,2024-12-17,129.0,Smart TV
W34720,15336,2297,2024-12-17,50.0,Mobile
W34721,15418,823,2024-12-17,47.0,Laptop
W34722,15732,3949,2024-12-17,61.0,Smart TV
W34723,15909,4019,2024-12-17,113.0,Mobile
W34724,15329,4214,2024-12-17,107.0,Laptop
W34725,15889,3543,2024-12-17,102.0,Laptop
W34726,15216,1341,2024-12-17,128.0,Laptop
W34727,15501,4025,2024-12-17,21.0,Laptop
W34728,15436,285,2024-12-17,102.0,Laptop
W34729,15438,3871,2024-12-17,99.0,Mobile
W34730,15540,2540,2024-12-17,37.0,Laptop
W34731,15451,2141,2024-12-17,51.0,Smart TV
W34732,15060,2656,2024-12-17,15.0,Laptop
W34733,15478,2674,2024-12-17,112.0,Smart TV
W34734,15790,4225,2024-12-17,115.0,Mobile
W34735,15109,3871,2024-12-17,8.0,Laptop
W34736,15668,1522,2024-12-17,90.0,Laptop
W34737,15243,1739,2024-12-17,15.0,Laptop
W34738,15765,2362,2024-12-17,150.0,Laptop
W34739,15834,1770,2024-12-17,93.0,Laptop
W34740,15690,3218,2024-12-17,127.0,Laptop
W34741,15329,1991,2024-12-17,41.0,Smart TV
W34742,15545,1595,2024-12-17,77.0,Smart TV
W34743,15376,1352,2024-12-17,106.0,Laptop
W34744,15841,689,2024-12-17,125.0,Laptop
W34745,15014,1958,2024-12-17,30.0,Laptop
W34746,15473,1887,2024-12-17,54.0,Mobile
W34747,15335,2055,2024-12-17,102.0,Mobile
W34748,15475,2669,2024-12-17,86.0,Smart TV
W34749,15529,652,2024-12-17,84.0,Smart TV
W34750,15636,3662,2024-12-17,113.0,Laptop
W34751,15579,3579,2024-12-17,20.0,Smart TV
W34752,15078,1574,2024-12-17,72.0,Smart TV
W34753,15095,2418,2024-12-17,116.0,Smart TV
W34754,15462,45,2024-12-17,8.0,Smart TV
W34755,15367,3267,2024-12-17,52.0,Laptop
W34756,15904,3561,2024-12-17,87.0,Laptop
W34757,15192,3601,2024-12-17,56.0,Smart TV
W34758,15228,488,2024-12-17,15.0,Laptop
W34759,15029,1482,2024-12-17,123.0,Smart TV
W34760,15660,2320,2024-12-17,95.0,Smart TV
W34761,15213,3570,2024-12-17,115.0,Smart TV
W34762,15770,1887,2024-12-17,93.0,Laptop
W34763,15768,1732,2024-12-17,63.0,Mobile
W34764,15549,126,2024-12-17,55.0,Laptop
W34765,15266,1152,2024-12-17,103.0,Laptop
W34766,15448,2665,2024-12-17,47.0,Mobile
W34767,15453,2027,2024-12-17,51.0,Smart TV
W34768,15723,1422,2024-12-17,51.0,Mobile
W34769,15370,3558,2024-12-17,80.0,Laptop
W34770,15181,1135,2024-12-17,55.0,Smart TV
W34771,15005,689,2024-12-17,131.0,Smart TV
W34772,15919,247,2024-12-17,115.0,Laptop
W34773,15634,3816,2024-12-17,90.0,Laptop
W34774,15490,1739,2024-12-17,10.0,Mobile
W34775,15670,454,2024-12-17,58.0,Mobile
W34776,15154,1909,2024-12-17,100.0,Smart TV
W34777,15077,2663,2024-12-17,94.0,Mobile
W34778,15680,269,2024-12-17,11.0,Smart TV
W34779,15213,2863,2024-12-17,106.0,Mobile
W34780,15604,4140,2024-12-17,150.0,Mobile
W34781,15840,2113,2024-12-17,62.0,Smart TV
W34782,15556,3232,2024-12-17,140.0,Smart TV
W34783,15775,2947,2024-12-17,45.0,Smart TV
W34784,15003,1771,2024-12-17,95.0,Smart TV
W34785,15110,434,2024-12-17,142.0,Laptop
W34786,15699,1011,2024-12-17,69.0,Smart TV
W34787,15268,3762,2024-12-17,108.0,Mobile
W34788,15053,1674,2024-12-17,111.0,Mobile
W34789,15811,1739,2024-12-17,84.0,Laptop
W34790,15021,2952,2024-12-17,48.0,Smart TV
W34791,15176,2027,2024-12-17,6.0,Smart TV
W34792,15170,4147,2024-12-17,11.0,Smart TV
W34793,15908,950,2024-12-17,92.0,Laptop
W34794,15775,1739,2024-12-17,12.0,Laptop
W34795,15855,126,2024-12-17,112.0,Smart TV
W34796,15792,2961,2024-12-17,99.0,Smart TV
W34797,15629,1763,2024-12-17,12.0,Mobile
W34798,15088,2825,2024-12-17,84.0,Mobile
W34799,15133,2591,2024-12-17,121.0,Laptop
W34800,15456,1957,2024-12-17,104.0,Laptop
W34801,15809,2067,2024-12-17,84.0,Laptop
W34802,15745,3439,2024-12-17,90.0,Laptop
W34803,15354,3232,2024-12-17,131.0,Mobile
W34804,15377,1216,2024-12-17,190.0,Smart TV
W34805,15268,1767,2024-12-17,96.0,Smart TV
W34806,15200,217,2024-12-17,128.0,Smart TV
W34807,15488,2116,2024-12-17,53.0,Laptop
W34808,15458,970,2024-12-17,10.0,Smart TV
W34809,15072,2041,2024-12-17,58.0,Smart TV
W34810,15434,1431,2024-12-17,93.0,Mobile
W34811,15556,2663,2024-12-17,53.0,Smart TV
W34812,15141,191,2024-12-17,54.0,Smart TV
W34813,15116,1595,2024-12-17,7.0,Laptop
W34814,15895,3949,2024-12-17,115.0,Laptop
W34815,15837,1531,2024-12-17,134.0,Laptop
W34816,15216,3742,2024-12-17,117.0,Smart TV
W34817,15624,569,2024-12-17,46.0,Smart TV
W34818,15116,4174,2024-12-17,124.0,Smart TV
W34819,15278,1479,2024-12-17,6.0,Mobile
W34820,15194,279,2024-12-17,123.0,Smart TV
W34821,15687,1425,2024-12-17,113.0,Laptop
W34822,15758,1465,2024-12-17,112.0,Mobile
W34823,15590,3779,2024-12-17,90.0,Laptop
W34824,15477,1529,2024-12-17,15.0,Smart TV
W34825,15551,2472,2024-12-17,124.0,Mobile
W34826,15044,1226,2024-12-17,110.0,Laptop
W34827,15757,2577,2024-12-17,91.0,Laptop
W34828,15187,1839,2024-12-17,97.0,Laptop
W34829,15008,2245,2024-12-17,132.0,Laptop
W34830,15162,574,2024-12-17,64.0,Laptop
W34831,15866,1388,2024-12-17,101.0,Smart TV
W34832,15328,3742,2024-12-17,122.0,Mobile
W34833,15653,1011,2024-12-17,10.0,Laptop
W34834,15075,2407,2024-12-17,15.0,Smart TV
W34835,15799,3892,2024-12-17,90.0,Laptop
W34836,15301,1478,2024-12-17,140.0,Mobile
W34837,15483,3844,2024-12-17,105.0,Laptop
W34838,15306,3949,2024-12-17,110.0,Smart TV
W34839,15319,3102,2024-12-17,180.0,Smart TV
W34840,15633,488,2024-12-17,45.0,Smart TV
W34841,15748,4140,2024-12-17,153.0,Laptop
W34842,15780,689,2024-12-17,123.0,Mobile
W34843,15380,1779,2024-12-17,102.0,Smart TV
W34844,15012,187,2024-12-17,119.0,Smart TV
W34845,15051,2664,2024-12-17,100.0,Smart TV
W34846,15641,3988,2024-12-17,94.0,Mobile
W34847,15735,1418,2024-12-17,99.0,Mobile
W34848,15495,3953,2024-12-17,55.0,Mobile
W34849,15733,1437,2024-12-17,126.0,Laptop
W34850,15908,2151,2024-12-17,95.0,Laptop
W34851,15372,166,2024-12-17,83.0,Mobile
W34852,15673,3014,2024-12-17,106.0,Laptop
W34853,15776,1208,2024-12-17,106.0,Smart TV
W34854,15359,3053,2024-12-17,92.0,Laptop
W34855,15489,1798,2024-12-17,85.0,Mobile
W34856,15779,1148,2024-12-17,58.0,Laptop
W34857,15658,3214,2024-12-17,99.0,Mobile
W34858,15794,2418,2024-12-17,120.0,Mobile
W34859,15015,1992,2024-12-17,111.0,Laptop
W34860,15188,2000,2024-12-17,81.0,Laptop
W34861,15807,2308,2024-12-17,91.0,Mobile
W34862,15451,2663,2024-12-17,94.0,Laptop
W34863,15430,3283,2024-12-17,94.0,Laptop
W34864,15308,1739,2024-12-17,81.0,Smart TV
W34865,15446,2202,2024-12-17,94.0,Laptop
W34866,15155,1558,2024-12-17,152.0,Laptop
W34867,15572,725,2024-12-17,112.0,Laptop
W34868,15910,3778,2024-12-17,114.0,Smart TV
W34869,15772,1191,2024-12-17,116.0,Laptop
W34870,15640,1448,2024-12-17,95.0,Laptop
W34871,15622,2730,2024-12-17,110.0,Mobile
W34872,15347,1093,2024-12-17,86.0,Laptop
W34873,15585,1709,2024-12-17,112.0,Laptop
W34874,15325,2945,2024-12-17,39.0,Smart TV
W34875,15374,172,2024-12-17,104.0,Smart TV
W34876,15381,314,2024-12-17,106.0,Mobile
W34877,15394,2595,2024-12-17,94.0,Smart TV
W34878,15575,1369,2024-12-17,112.0,Mobile
W34879,15621,942,2024-12-17,88.0,Mobile
W34880,15364,3021,2024-12-17,103.0,Mobile
W34881,15625,2005,2024-12-17,77.0,Smart TV
W34882,15655,1887,2024-12-17,94.0,Smart TV
W34883,15498,2479,2024-12-17,106.0,Smart TV
W34884,15421,813,2024-12-17,97.0,Mobile
W34885,15828,970,2024-12-18,95.0,Smart TV
W34886,15607,3651,2024-12-18,100.0,Laptop
W34887,15889,2196,2024-12-18,98.0,Laptop
W34888,15824,1773,2024-12-18,17.0,Laptop
W34889,15152,4117,2024-12-18,169.0,Laptop
W34890,15235,3652,2024-12-18,146.0,Laptop
W34891,15478,109,2024-12-18,97.0,Smart TV
W34892,15134,3439,2024-12-18,52.0,Smart TV
W34893,15918,755,2024-12-18,100.0,Laptop
W34894,15308,4212,2024-12-18,109.0,Mobile
W34895,15371,302,2024-12-18,87.0,Smart TV
W34896,15810,2029,2024-12-18,83.0,Laptop
W34897,15282,3816,2024-12-18,89.0,Smart TV
W34898,15739,3643,2024-12-18,102.0,Laptop
W34899,15070,970,2024-12-18,100.0,Mobile
W34900,15466,2028,2024-12-18,47.0,Laptop
W34901,15437,1105,2024-12-18,107.0,Laptop
W34902,15008,3766,2024-12-18,121.0,Laptop
W34903,15261,3779,2024-12-18,86.0,Laptop
W34904,15360,1140,2024-12-18,14.0,Mobile
W34905,15518,1443,2024-12-18,133.0,Smart TV
W34906,15024,2723,2024-12-18,87.0,Laptop
W34907,15640,942,2024-12-18,84.0,Laptop
W34908,15198,2252,2024-12-18,93.0,Smart TV
W34909,15113,747,2024-12-18,112.0,Laptop
W34910,15541,950,2024-12-18,86.0,Mobile
W34911,15608,1842,2024-12-18,87.0,Smart TV
W34912,15224,2479,2024-12-18,99.0,Mobile
W34913,15880,2055,2024-12-18,102.0,Smart TV
W34914,15175,2945,2024-12-18,93.0,Laptop
W34915,15791,854,2024-12-18,97.0,Mobile
W34916,15676,2328,2024-12-18,102.0,Smart TV
W34917,15927,2768,2024-12-18,79.0,Mobile
W34918,15234,1936,2024-12-18,89.0,Laptop
W34919,15151,217,2024-12-18,129.0,Smart TV
W34920,15866,1191,2024-12-18,21.0,Smart TV
W34921,15108,2090,2024-12-18,127.0,Smart TV
W34922,15780,3456,2024-12-18,125.0,Mobile
W34923,15490,3040,2024-12-18,52.0,Mobile
W34924,15900,2122,2024-12-18,142.0,Mobile
W34925,15706,1418,2024-12-18,97.0,Smart TV
W34926,15241,4025,2024-12-18,21.0,Laptop
W34927,15776,1160,2024-12-18,118.0,Laptop
W34928,15075,2505,2024-12-18,109.0,Smart TV
W34929,15389,109,2024-12-18,106.0,Laptop
W34930,15608,1471,2024-12-18,134.0,Laptop
W34931,15260,3949,2024-12-18,118.0,Smart TV
W34932,15480,2289,2024-12-18,97.0,Mobile
W34933,15931,1907,2024-12-18,103.0,Laptop
W34934,15094,662,2024-12-18,122.0,Laptop
W34935,15783,2090,2024-12-18,124.0,Laptop
W34936,15715,233,2024-12-18,65.0,Smart TV
W34937,15435,1575,2024-12-18,102.0,Laptop
W34938,15266,3685,2024-12-18,93.0,Laptop
W34939,15509,4025,2024-12-18,114.0,Laptop
W34940,15810,1643,2024-12-18,96.0,Mobile
W34941,15110,1909,2024-12-18,100.0,Laptop
W34942,15586,3787,2024-12-18,122.0,Laptop
W34943,15093,2912,2024-12-18,7.0,Smart TV
W34944,15582,2012,2024-12-18,183.0,Smart TV
W34945,15259,2817,2024-12-18,132.0,Smart TV
W34946,15429,2319,2024-12-18,114.0,Smart TV
W34947,15394,3816,2024-12-18,90.0,Smart TV
W34948,15100,2027,2024-12-18,111.0,Laptop
W34949,15915,4216,2024-12-18,106.0,Laptop
W34950,15874,2973,2024-12-18,110.0,Laptop
W34951,15011,302,2024-12-18,87.0,Smart TV
W34952,15333,45,2024-12-18,111.0,Smart TV
W34953,15541,2882,2024-12-18,94.0,Laptop
W34954,15085,3735,2024-12-18,8.0,Smart TV
W34955,15823,3651,2024-12-18,95.0,Mobile
W34956,15589,2970,2024-12-18,100.0,Laptop
W34957,15918,1027,2024-12-18,74.0,Mobile
W34958,15645,4061,2024-12-18,60.0,Mobile
W34959,15478,3038,2024-12-18,16.0,Smart TV
W34960,15030,2863,2024-12-18,100.0,Smart TV
W34961,15586,1488,2024-12-18,87.0,Laptop
W34962,15468,422,2024-12-18,99.0,Laptop
W34963,15523,1302,2024-12-18,114.0,Laptop
W34964,15008,3162,2024-12-18,12.0,Laptop
W34965,15838,332,2024-12-18,99.0,Laptop
W34966,15195,1552,2024-12-18,104.0,Mobile
W34967,15028,2942,2024-12-18,91.0,Mobile
W34968,15126,755,2024-12-18,15.0,Mobile
W34969,15165,2540,2024-12-18,,Smart TV
W34970,15715,290,2024-12-18,129.0,Smart TV
W34971,15846,1406,2024-12-18,115.0,Laptop
W34972,15660,2098,2024-12-18,128.0,Smart TV
W34973,15459,2289,2024-12-18,101.0,Mobile
W34974,15682,3019,2024-12-18,97.0,Laptop
W34975,15102,1390,2024-12-18,202.0,Laptop
W34976,15198,3439,2024-12-18,94.0,Laptop
W34977,15206,2961,2024-12-18,43.0,Laptop
W34978,15149,917,2024-12-18,97.0,Mobile
W34979,15080,1482,2024-12-18,121.0,Laptop
W34980,15083,4214,2024-12-18,110.0,Laptop
W34981,15030,242,2024-12-18,102.0,Laptop
W34982,15117,1909,2024-12-18,100.0,Mobile
W34983,15774,1152,2024-12-18,57.0,Laptop
W34984,15915,13,2024-12-18,168.0,Laptop
W34985,15358,2132,2024-12-18,98.0,Smart TV
W34986,15563,4116,2024-12-18,216.0,Laptop
W34987,15038,2597,2024-12-18,113.0,Laptop
W34988,15488,166,2024-12-18,41.0,Laptop
W34989,15390,3918,2024-12-18,98.0,Smart TV
W34990,15120,302,2024-12-18,85.0,Laptop
W34991,15231,1134,2024-12-18,64.0,Smart TV
W34992,15622,1020,2024-12-18,98.0,Smart TV
W34993,15540,3932,2024-12-18,111.0,Smart TV
W34994,15897,2041,2024-12-18,116.0,Laptop
W34995,15169,207,2024-12-18,108.0,Mobile
W34996,15023,3644,2024-12-18,152.0,Smart TV
W34997,15852,2328,2024-12-18,51.0,Mobile
W34998,15365,23,2024-12-18,142.0,Smart TV
W34999,15531,3880,2024-12-18,167.0,Mobile
W35000,15157,431,2024-12-18,115.0,Smart TV
W35001,15111,3932,2024-12-18,110.0,Mobile
W35002,15246,3771,2024-12-18,117.0,Laptop
W35003,15807,2778,2024-12-18,93.0,Smart TV
W35004,15129,380,2024-12-18,109.0,Laptop
W35005,15467,1529,2024-12-18,14.0,Mobile
W35006,15396,2607,2024-12-18,90.0,Smart TV
W35007,15185,3319,2024-12-18,112.0,Mobile
W35008,15172,3379,2024-12-18,113.0,Mobile
W35009,15052,2663,2024-12-18,17.0,Smart TV
W35010,15690,2998,2024-12-18,153.0,Mobile
W35011,15542,118,2024-12-18,59.0,Mobile
W35012,15103,3333,2024-12-18,79.0,Smart TV
W35013,15090,238,2024-12-18,113.0,Mobile
W35014,15799,2316,2024-12-18,-1800.0,Laptop
W35015,15211,2873,2024-12-18,63.0,Smart TV
W35016,15273,644,2024-12-18,101.0,Laptop
W35017,15592,3732,2024-12-18,69.0,Smart TV
W35018,15857,1443,2024-12-18,124.0,Laptop
W35019,15653,3561,2024-12-18,92.0,Smart TV
W35020,15600,3689,2024-12-18,125.0,Mobile
W35021,15349,507,2024-12-18,137.0,Laptop
W35022,15195,224,2024-12-18,16.0,Laptop
W35023,15212,1527,2024-12-18,99.0,Mobile
W35024,15160,782,2024-12-18,98.0,Laptop
W35025,15907,1668,2024-12-18,118.0,Smart TV
W35026,15686,1314,2024-12-18,122.0,Smart TV
W35027,15178,2027,2024-12-18,115.0,Laptop
W35028,15037,6639,2024-12-18,104.0,Smart TV
W35029,15781,3512,2024-12-18,83.0,Laptop
W35030,15014,1909,2024-12-18,97.0,Smart TV
W35031,15660,1818,2024-12-18,51.0,Smart TV
W35032,15015,3742,2024-12-18,125.0,Laptop
W35033,15426,552,2024-12-18,100.0,Mobile
W35034,15306,2591,2024-12-18,116.0,Laptop
W35035,15454,3232,2024-12-18,135.0,Smart TV
W35036,15513,2320,2024-12-18,60.0,Mobile
W35037,15662,2366,2024-12-18,141.0,Smart TV
W35038,15187,174,2024-12-18,113.0,Laptop
W35039,15643,558,2024-12-18,123.0,Laptop
W35040,15547,1208,2024-12-18,104.0,Mobile
W35041,15635,439,2024-12-18,129.0,Smart TV
W35042,15537,3333,2024-12-18,41.0,Smart TV
W35043,15159,2741,2024-12-18,82.0,Mobile
W35044,15745,3299,2024-12-18,127.0,Mobile
W35045,15175,488,2024-12-18,81.0,Laptop
W35046,15518,378,2024-12-18,168.0,Laptop
W35047,15788,2961,2024-12-18,98.0,Laptop
W35048,15921,2841,2024-12-18,109.0,Laptop
W35049,15843,823,2024-12-18,77.0,Mobile
W35050,15088,2151,2024-12-18,55.0,Mobile
W35051,15072,4207,2024-12-18,97.0,Smart TV
W35052,15321,3057,2024-12-18,151.0,Smart TV
W35053,15293,23,2024-12-18,144.0,Smart TV
W35054,15853,516,2024-12-18,59.0,Smart TV
W35055,15932,622,2024-12-18,-1800.0,Mobile
W35056,15929,1227,2024-12-18,129.0,Mobile
W35057,15018,899,2024-12-18,96.0,Mobile
W35058,15288,1909,2024-12-18,60.0,Laptop
W35059,15548,3410,2024-12-18,59.0,Mobile
W35060,15887,3601,2024-12-18,118.0,Laptop
W35061,15934,3232,2024-12-18,133.0,Laptop
W35062,15468,2791,2024-12-18,106.0,Laptop
W35063,15106,7634,2024-12-18,57.0,Laptop
W35064,15742,3435,2024-12-18,116.0,Laptop
W35065,15723,3532,2024-12-18,82.0,Smart TV
W35066,15622,2407,2024-12-18,152.0,Mobile
W35067,15600,4080,2024-12-18,114.0,Smart TV
W35068,15291,3932,2024-12-18,109.0,Laptop
W35069,15201,1698,2024-12-18,113.0,Mobile
W35070,15677,854,2024-12-18,15.0,Laptop
W35071,15896,950,2024-12-18,92.0,Laptop
W35072,15362,2584,2024-12-18,66.0,Smart TV
W35073,15610,1135,2024-12-18,95.0,Smart TV
W35074,15250,2985,2024-12-18,108.0,Smart TV
W35075,15310,1255,2024-12-18,153.0,Smart TV
W35076,15604,3692,2024-12-18,108.0,Mobile
W35077,15712,1739,2024-12-18,8.0,Laptop
W35078,15596,917,2024-12-18,98.0,Laptop
W35079,15448,4007,2024-12-18,126.0,Laptop
W35080,15432,1359,2024-12-18,127.0,Toaster
W35081,15176,3014,2024-12-18,52.0,Smart TV
W35082,15927,4148,2024-12-18,98.0,Mobile
W35083,15156,3570,2024-12-18,121.0,Laptop
W35084,15035,650,2024-12-18,105.0,Laptop
W35085,15777,2701,2024-12-18,92.0,Mobile
W35086,15857,558,2024-12-18,123.0,Smart TV
W35087,15596,2817,2024-12-18,0.0,Smart TV
W35088,15621,2050,2024-12-18,136.0,Smart TV
W35089,15640,1595,2024-12-18,84.0,Smart TV
W35090,15930,504,2024-12-18,107.0,Smart TV
W35091,15221,2202,2024-12-18,93.0,Laptop
W35092,15314,1406,2024-12-18,111.0,Laptop
W35093,15900,706,2024-12-18,121.0,Laptop
W35094,15816,3999,2024-12-18,120.0,Smart TV
W35095,15157,2769,2024-12-18,9.0,Smart TV
W35096,15589,1739,2024-12-18,36.0,Smart TV
W35097,15181,2685,2024-12-18,86.0,Smart TV
W35098,15277,1208,2024-12-18,97.0,Laptop
W35099,15410,1085,2024-12-18,126.0,Smart TV
W35100,15069,2697,2024-12-18,87.0,Laptop
W35101,15403,1739,2024-12-18,49.0,Smart TV
W35102,15646,1675,2024-12-18,118.0,Laptop
W35103,15441,2477,2024-12-18,103.0,Laptop
W35104,15023,3213,2024-12-18,151.0,Smart TV
W35105,15493,2697,2024-12-18,91.0,Mobile
W35106,15403,1150,2024-12-18,66.0,Laptop
W35107,15167,1521,2024-12-18,135.0,Smart TV
W35108,15572,1959,2024-12-18,82.0,Laptop
W35109,15126,1499,2024-12-18,149.0,Smart TV
W35110,15395,4051,2024-12-18,19.0,Laptop
W35111,15704,1936,2024-12-18,11.0,Smart TV
W35112,15667,484,2024-12-18,12.0,Mobile
W35113,15387,1227,2024-12-18,126.0,Mobile
W35114,15333,2291,2024-12-18,81.0,Laptop
W35115,15190,109,2024-12-18,105.0,Laptop
W35116,15690,913,2024-12-18,77.0,Mobile
W35117,15574,854,2024-12-18,94.0,Laptop
W35118,15836,3371,2024-12-18,59.0,Mobile
W35119,15853,187,2024-12-18,119.0,Laptop
W35120,15810,13,2024-12-18,13.0,Smart TV
W35121,15580,3779,2024-12-18,94.0,Laptop
W35122,15727,3783,2024-12-18,103.0,Smart TV
W35123,15693,3218,2024-12-18,135.0,Smart TV
W35124,15657,823,2024-12-18,11.0,Mobile
W35125,15466,2174,2024-12-18,51.0,Laptop
W35126,15104,2041,2024-12-18,122.0,Laptop
W35127,15015,261,2024-12-18,98.0,Smart TV
W35128,15614,3601,2024-12-18,63.0,Laptop
W35129,15814,3235,2024-12-18,16.0,Laptop
W35130,15544,1529,2024-12-18,93.0,Smart TV
W35131,15060,378,2024-12-18,185.0,Smart TV
W35132,15784,1734,2024-12-18,44.0,Mobile
W35133,15513,516,2024-12-18,93.0,Mobile
W35134,15584,1388,2024-12-18,96.0,Mobile
W35135,15869,3014,2024-12-18,99.0,Laptop
W35136,15218,3594,2024-12-18,85.0,Smart TV
W35137,15785,3969,2024-12-18,71.0,Smart TV
W35138,15434,569,2024-12-18,90.0,Laptop
