payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed,validity_days
T50900020347,15345,7.99,2025-01-25,Standard,2025-02-24,churned,False,30
T71313924217,15346,4.99,2024-11-21,Student Plan,2024-12-21,active,True,30
T63454425209,15346,4.99,2024-12-26,Student Plan,2025-01-25,active,True,30
T51247606596,15346,4.99,2025-01-26,Student Plan,2025-02-25,active,True,30
T62501465093,15346,4.99,2025-02-26,Student Plan,2025-03-28,active,True,30
T98291777141,15347,12.99,2024-11-21,Premium,2025-01-20,active,True,60
T88313114699,15347,7.99,2025-01-25,Standard,2025-02-24,active,True,30
T63305925527,15347,7.99,2025-03-01,Standard,2025-03-31,active,True,30
T65616065621,15348,7.99,2024-11-21,Standard,2024-12-21,active,True,30
T81378377346,15348,7.99,2024-12-26,Standard,2025-01-25,active,True,30
T75890532230,15348,7.99,2025-01-28,Standard,2025-02-27,active,True,30
T51802199197,15348,4.99,2025-03-03,Student Plan,2025-04-02,active,True,30
T99845069096,15349,7.99,2024-11-21,Standard,2024-12-21,active,True,30
T88435477620,15349,7.99,2024-12-23,Standard,2025-01-22,active,True,30
T67296478848,15349,7.99,2025-01-26,Standard,2025-02-25,active,True,30
T96374959786,15349,7.99,2025-03-01,Standard,2025-03-31,active,True,30
T51246105065,15350,7.99,2024-11-21,Standard,2024-12-21,churned,False,30
T72430544731,15351,4.99,2024-11-21,Student Plan,2024-12-21,active,True,30
T78861419761,15351,7.99,2024-12-23,Standard,2025-01-22,active,True,30
T76987563725,15351,7.99,2025-01-23,Standard,2025-02-22,active,True,30
T73963600467,15351,7.99,2025-02-25,Standard,2025-03-27,active,True,30
T74410730783,15352,7.99,2024-11-21,Standard,2024-12-21,active,True,30
T93965044116,15352,7.99,2024-12-22,Standard,2025-01-21,active,True,30
T68662425432,15352,12.99,2025-01-22,Premium,2025-03-23,active,True,60
T64265587557,15353,12.99,2024-11-21,Premium,2025-01-20,active,True,60
T68140984244,15353,12.99,2025-01-25,Premium,2025-03-26,active,True,60
T90620606779,15354,7.99,2024-11-21,Standard,2024-12-21,active,True,30
T80320763762,15354,7.99,2024-12-25,Standard,2025-01-24,active,True,30
T62735591218,15354,7.99,2025-01-27,Standard,2025-02-26,active,True,30
T56239942123,15354,7.99,2025-03-01,Standard,2025-03-31,churned,False,30
T78601850200,15355,12.99,2024-11-21,Premium,2025-01-20,active,True,60
T60082476915,15355,12.99,2025-01-25,Premium,2025-03-26,active,True,60
T62447309229,15356,4.99,2024-11-21,Student Plan,2024-12-21,active,True,30
T98164805510,15356,4.99,2024-12-26,Student Plan,2025-01-25,active,True,30
T75221418046,15356,4.99,2025-01-27,Student Plan,2025-02-26,active,True,30
T88316851031,15356,4.99,2025-02-27,Student Plan,2025-03-29,active,True,30
T80252813806,15357,4.99,2024-11-21,Student Plan,2024-12-21,churned,False,30
T78635090601,15358,12.99,2024-11-21,Premium,2025-01-20,active,True,60
T66812544154,15358,12.99,2025-01-24,Premium,2025-03-25,churned,False,60
T99634471308,15359,12.99,2024-11-21,Premium,2025-01-20,churned,False,60
T90658387948,15360,7.99,2024-11-21,Standard,2024-12-21,active,True,30
T67851891506,15360,7.99,2024-12-25,Standard,2025-01-24,active,True,30
T61624438853,15360,7.99,2025-01-29,Standard,2025-02-28,active,True,30
T53966561721,15360,7.99,2025-03-03,Standard,2025-04-02,active,True,30
T73355204685,15361,12.99,2024-11-21,Premium,2025-01-20,active,True,60
T90502394952,15361,12.99,2025-01-21,Premium,2025-03-22,active,True,60
T65737323079,15362,12.99,2024-11-21,Premium,2025-01-20,active,True,60
T92608060563,15362,12.99,2025-01-24,Premium,2025-03-25,active,True,60
T86344913231,15363,12.99,2024-11-21,Premium,2025-01-20,active,True,60
T98336839817,15363,12.99,2025-01-22,Premium,2025-03-23,active,True,60
T83543830513,15364,4.99,2024-11-21,Student Plan,2024-12-21,churned,False,30
T86414722357,15365,7.99,2024-11-22,Standard,2024-12-22,active,True,30
T96069618721,15365,12.99,2024-12-27,Premium,2025-02-25,churned,False,60
T74089398345,15366,7.99,2024-11-22,Standard,2024-12-22,churned,False,30
T91850495773,15367,4.99,2024-11-22,Student Plan,2024-12-22,churned,False,30
T88145169136,15368,4.99,2024-11-22,Student Plan,2024-12-22,active,True,30
T95547696647,15368,4.99,2024-12-26,Student Plan,2025-01-25,active,True,30
T83641593604,15368,4.99,2025-01-30,Student Plan,2025-03-01,active,True,30
T93143742978,15368,4.99,2025-03-05,Student Plan,2025-04-04,active,True,30
T57406888854,15369,4.99,2024-11-22,Student Plan,2024-12-22,active,True,30
T99066142421,15369,4.99,2024-12-24,Student Plan,2025-01-23,active,True,30
T85293875091,15369,4.99,2025-01-25,Student Plan,2025-02-24,churned,False,30
T97868665776,15370,12.99,2024-11-22,Premium,2025-01-21,active,True,60
T85915492757,15370,12.99,2025-01-25,Premium,2025-03-26,active,True,60
T69503889493,15371,12.99,2024-11-22,Premium,2025-01-21,churned,False,60
T87385131632,15372,4.99,2024-11-22,Student Plan,2024-12-22,active,True,30
T73375530350,15372,7.99,2024-12-23,Standard,2025-01-22,active,True,30
T51430239412,15372,7.99,2025-01-25,Standard,2025-02-24,active,True,30
T83388728403,15372,12.99,2025-02-27,Premium,2025-04-28,active,True,60
T88930319356,15373,4.99,2024-11-22,Student Plan,2024-12-22,active,True,30
T61300590902,15373,7.99,2024-12-25,Standard,2025-01-24,active,True,30
T51678278135,15373,4.99,2025-01-26,Student Plan,2025-02-25,active,True,30
T66596467500,15373,4.99,2025-03-01,Student Plan,2025-03-31,churned,False,30
T93389163137,15374,4.99,2024-11-22,Student Plan,2024-12-22,churned,False,30
T61296087042,15375,7.99,2024-11-22,Standard,2024-12-22,active,True,30
T90475742596,15375,7.99,2024-12-24,Standard,2025-01-23,active,True,30
T59163423670,15375,7.99,2025-01-25,Standard,2025-02-24,active,True,30
T65386186001,15375,7.99,2025-02-25,Standard,2025-03-27,active,True,30
T78354026497,15376,7.99,2024-11-22,Standard,2024-12-22,active,True,30
T52369990930,15376,7.99,2024-12-25,Standard,2025-01-24,active,True,30
T84822339362,15376,7.99,2025-01-29,Standard,2025-02-28,active,True,30
T65407249876,15376,7.99,2025-03-03,Standard,2025-04-02,active,True,30
T95960723930,15377,12.99,2024-11-22,Premium,2025-01-21,churned,False,60
T55194907248,15378,12.99,2024-11-23,Premium,2025-01-22,active,True,60
T67469868582,15378,7.99,2025-01-26,Standard,2025-02-25,active,True,30
T69369827192,15378,7.99,2025-02-27,Standard,2025-03-29,active,True,30
T56404202771,15379,12.99,2024-11-23,Premium,2025-01-22,active,True,60
T86639760831,15379,12.99,2025-01-25,Premium,2025-03-26,active,True,60
T83595197824,15380,12.99,2024-11-23,Premium,2025-01-22,active,True,60
T91174067140,15380,12.99,2025-01-27,Premium,2025-03-28,active,True,60
T76227244789,15381,4.99,2024-11-23,Student Plan,2024-12-23,active,True,30
T83848067188,15381,4.99,2024-12-27,Student Plan,2025-01-26,churned,False,30
T95037964741,15382,7.99,2024-11-23,Standard,2024-12-23,active,True,30
T92132956528,15382,12.99,2024-12-24,Premium,2025-02-22,active,True,60
T78302428836,15382,7.99,2025-02-26,Standard,2025-03-28,active,True,30
T95495443309,15383,12.99,2024-11-23,Premium,2025-01-22,active,True,60
T84064350930,15383,12.99,2025-01-25,Premium,2025-03-26,active,True,60
T84146971600,15384,12.99,2024-11-23,Premium,2025-01-22,active,True,60
T81734698861,15384,12.99,2025-01-27,Premium,2025-03-28,active,True,60
T63288416668,15385,4.99,2024-11-23,Student Plan,2024-12-23,churned,False,30
T65162567122,15386,7.99,2024-11-23,Standard,2024-12-23,churned,False,30
T79831051271,15387,7.99,2024-11-23,Standard,2024-12-23,active,True,30
T69313190832,15387,7.99,2024-12-26,Standard,2025-01-25,active,True,30
T87999505643,15387,7.99,2025-01-28,Standard,2025-02-27,active,True,30
T62202077822,15387,7.99,2025-03-01,Standard,2025-03-31,churned,False,30
T69043717610,15388,12.99,2024-11-23,Premium,2025-01-22,churned,False,60
T77870913553,15389,7.99,2024-11-23,Standard,2024-12-23,active,True,30
T89890390908,15389,12.99,2024-12-26,Premium,2025-02-24,active,True,60
T61354003363,15389,12.99,2025-02-25,Premium,2025-04-26,active,True,60
T56795403881,15390,7.99,2024-11-23,Standard,2024-12-23,active,True,30
T95159610859,15390,7.99,2024-12-27,Standard,2025-01-26,churned,False,30
T51621256505,15391,4.99,2024-11-23,Student Plan,2024-12-23,active,True,30
T55389306090,15391,4.99,2024-12-26,Student Plan,2025-01-25,active,True,30
T64649429692,15391,7.99,2025-01-29,Standard,2025-02-28,active,True,30
T76946217643,15391,7.99,2025-03-03,Standard,2025-04-02,active,True,30
T78594488716,15392,7.99,2024-11-23,Standard,2024-12-23,churned,False,30
T93891374773,15393,7.99,2024-11-23,Standard,2024-12-23,active,True,30
T75995914156,15393,12.99,2024-12-28,Premium,2025-02-26,active,True,60
T81790421731,15393,12.99,2025-03-01,Premium,2025-04-30,churned,False,60
T90674078747,15394,12.99,2024-11-23,Premium,2025-01-22,active,True,60
T61073913881,15394,7.99,2025-01-27,Standard,2025-02-26,churned,False,30
T96736746199,15395,12.99,2024-11-23,Premium,2025-01-22,active,True,60
T67035796474,15395,7.99,2025-01-26,Standard,2025-02-25,active,True,30
T61749632741,15395,7.99,2025-02-28,Standard,2025-03-30,churned,False,30
T80533225268,15396,12.99,2024-11-23,Premium,2025-01-22,active,True,60
T84824120365,15396,12.99,2025-01-27,Premium,2025-03-28,active,True,60
T68774607172,15397,7.99,2024-11-23,Standard,2024-12-23,active,True,30
T52881635044,15397,7.99,2024-12-24,Standard,2025-01-23,active,True,30
T69960186680,15397,7.99,2025-01-28,Standard,2025-02-27,active,True,30
T67277704962,15397,7.99,2025-03-02,Standard,2025-04-01,active,True,30
T85124550053,15398,12.99,2024-11-23,Premium,2025-01-22,active,True,60
T55724011672,15398,12.99,2025-01-26,Premium,2025-03-27,active,True,60
T93869430977,15399,12.99,2024-11-24,Premium,2025-01-23,churned,False,60
T69401049260,15400,4.99,2024-11-24,Student Plan,2024-12-24,churned,False,30
T84862001778,15401,4.99,2024-11-24,Student Plan,2024-12-24,active,True,30
T53773089808,15401,4.99,2024-12-29,Student Plan,2025-01-28,churned,False,30
T58378118868,15402,7.99,2024-11-24,Standard,2024-12-24,churned,False,30
T98016052162,15403,12.99,2024-11-24,Premium,2025-01-23,active,True,60
T60064661470,15403,12.99,2025-01-25,Premium,2025-03-26,active,True,60
T82556650429,15404,4.99,2024-11-24,Student Plan,2024-12-24,active,True,30
T91454105821,15404,4.99,2024-12-25,Student Plan,2025-01-24,active,True,30
T71176984689,15404,4.99,2025-01-25,Student Plan,2025-02-24,churned,False,30
T95136763242,15405,12.99,2024-11-24,Premium,2025-01-23,active,True,60
T99381403318,15405,12.99,2025-01-26,Premium,2025-03-27,active,True,60
T51040174758,15406,7.99,2024-11-24,Standard,2024-12-24,active,True,30
T59655983830,15406,7.99,2024-12-27,Standard,2025-01-26,active,True,30
T91387205442,15406,7.99,2025-01-29,Standard,2025-02-28,churned,False,30
T56529557974,15407,7.99,2024-11-24,Standard,2024-12-24,active,True,30
T55108918442,15407,7.99,2024-12-26,Standard,2025-01-25,active,True,30
T51374363693,15407,7.99,2025-01-30,Standard,2025-03-01,active,True,30
T51277873523,15407,7.99,2025-03-06,Standard,2025-04-05,active,True,30
T89251338476,15408,4.99,2024-11-24,Student Plan,2024-12-24,active,True,30
T68037394288,15408,12.99,2024-12-29,Premium,2025-02-27,active,True,60
T61717717547,15408,12.99,2025-03-03,Premium,2025-05-02,active,True,60
T92208225658,15409,4.99,2024-11-24,Student Plan,2024-12-24,active,True,30
T98339435584,15409,4.99,2024-12-26,Student Plan,2025-01-25,active,True,30
T76038045715,15409,4.99,2025-01-28,Student Plan,2025-02-27,active,True,30
T81576331102,15409,12.99,2025-02-28,Premium,2025-04-29,active,True,60
T60105958063,15410,7.99,2024-11-24,Standard,2024-12-24,churned,False,30
T69789471534,15411,4.99,2024-11-24,Student Plan,2024-12-24,active,True,30
T83257596903,15411,4.99,2024-12-25,Student Plan,2025-01-24,active,True,30
T87398896522,15411,4.99,2025-01-26,Student Plan,2025-02-25,churned,False,30
T75413562226,15412,12.99,2024-11-24,Premium,2025-01-23,active,True,60
T75718061833,15412,12.99,2025-01-26,Premium,2025-03-27,active,True,60
T78800604494,15413,12.99,2024-11-24,Premium,2025-01-23,active,True,60
T75690808771,15413,12.99,2025-01-28,Premium,2025-03-29,active,True,60
T50835531952,15414,7.99,2024-11-24,Standard,2024-12-24,active,True,30
T61884004560,15414,7.99,2024-12-25,Standard,2025-01-24,active,True,30
T78340201378,15414,7.99,2025-01-27,Standard,2025-02-26,active,True,30
T61531729932,15414,7.99,2025-02-28,Standard,2025-03-30,active,True,30
T94208183942,15415,4.99,2024-11-24,Student Plan,2024-12-24,churned,False,30
T52166597492,15416,4.99,2024-11-24,Student Plan,2024-12-24,active,True,30
T98530549673,15416,12.99,2024-12-27,Premium,2025-02-25,active,True,60
T52801169230,15416,4.99,2025-02-26,Student Plan,2025-03-28,active,True,30
T74886143528,15417,4.99,2024-11-24,Student Plan,2024-12-24,active,True,30
T86419831480,15417,4.99,2024-12-27,Student Plan,2025-01-26,active,True,30
T76024619962,15417,4.99,2025-01-28,Student Plan,2025-02-27,churned,False,30
T93842471178,15418,12.99,2024-11-24,Premium,2025-01-23,active,True,60
T58850354261,15418,12.99,2025-01-26,Premium,2025-03-27,churned,False,60
T55198831856,15419,4.99,2024-11-24,Student Plan,2024-12-24,churned,False,30
T58977964742,15420,12.99,2024-11-24,Premium,2025-01-23,churned,False,60
T91931145327,15421,4.99,2024-11-24,Student Plan,2024-12-24,active,True,30
T71163920891,15421,4.99,2024-12-26,Student Plan,2025-01-25,active,True,30
T71711546902,15421,4.99,2025-01-26,Student Plan,2025-02-25,churned,False,30
T98136802696,15422,4.99,2024-11-25,Student Plan,2024-12-25,churned,False,30
T80593148902,15423,4.99,2024-11-25,Student Plan,2024-12-25,active,True,30
T90143322601,15423,4.99,2024-12-27,Student Plan,2025-01-26,active,True,30
T71821718260,15423,4.99,2025-01-30,Student Plan,2025-03-01,active,True,30
T61532787629,15423,12.99,2025-03-02,Premium,2025-05-01,active,True,60
T53523776699,15424,7.99,2024-11-25,Standard,2024-12-25,churned,False,30
T89773761974,15425,12.99,2024-11-25,Premium,2025-01-24,active,True,60
T51001262846,15425,12.99,2025-01-26,Premium,2025-03-27,active,True,60
T53807477878,15426,7.99,2024-11-25,Standard,2024-12-25,active,True,30
T69911874585,15426,7.99,2024-12-28,Standard,2025-01-27,active,True,30
T84233890214,15426,7.99,2025-01-30,Standard,2025-03-01,active,True,30
T76053901581,15426,7.99,2025-03-05,Standard,2025-04-04,active,True,30
T95950416595,15427,12.99,2024-11-25,Premium,2025-01-24,active,True,60
T77121198859,15427,12.99,2025-01-26,Premium,2025-03-27,active,True,60
T68465917441,15428,4.99,2024-11-25,Student Plan,2024-12-25,churned,False,30
T85850034890,15429,12.99,2024-11-25,Premium,2025-01-24,active,True,60
T60113423699,15429,7.99,2025-01-25,Standard,2025-02-24,churned,False,30
T88931052660,15430,12.99,2024-11-25,Premium,2025-01-24,active,True,60
T51961064950,15430,12.99,2025-01-28,Premium,2025-03-29,active,True,60
T50797539522,15431,7.99,2024-11-25,Standard,2024-12-25,active,True,30
T83245983115,15431,7.99,2024-12-26,Standard,2025-01-25,active,True,30
T83924836375,15431,7.99,2025-01-29,Standard,2025-02-28,active,True,30
T53607966914,15431,7.99,2025-03-04,Standard,2025-04-03,active,True,30
T93547479940,15432,12.99,2024-11-25,Premium,2025-01-24,active,True,60
T65808437050,15432,12.99,2025-01-27,Premium,2025-03-28,active,True,60
T95871405423,15433,12.99,2024-11-25,Premium,2025-01-24,active,True,60
T53558432542,15433,12.99,2025-01-26,Premium,2025-03-27,active,True,60
T98449995966,15434,4.99,2024-11-25,Student Plan,2024-12-25,churned,False,30
T73494605001,15435,7.99,2024-11-25,Standard,2024-12-25,churned,False,30
T92099588908,15436,7.99,2024-11-25,Standard,2024-12-25,churned,False,30
T56616362663,15437,7.99,2024-11-25,Standard,2024-12-25,active,True,30
T90237289022,15437,7.99,2024-12-29,Standard,2025-01-28,active,True,30
T60779865270,15437,7.99,2025-01-29,Standard,2025-02-28,active,True,30
T78897164422,15437,7.99,2025-03-03,Standard,2025-04-02,churned,False,30
T69989284352,15438,4.99,2024-11-25,Student Plan,2024-12-25,active,True,30
T84613437950,15438,4.99,2024-12-27,Student Plan,2025-01-26,active,True,30
T86099258644,15438,4.99,2025-01-28,Student Plan,2025-02-27,active,True,30
T85343555196,15438,12.99,2025-03-04,Premium,2025-05-03,active,True,60
T60772062919,15439,12.99,2024-11-25,Premium,2025-01-24,active,True,60
T71460996479,15439,12.99,2025-01-28,Premium,2025-03-29,active,True,60
T68239185411,15440,4.99,2024-11-25,Student Plan,2024-12-25,active,True,30
T95820399541,15440,4.99,2024-12-26,Student Plan,2025-01-25,active,True,30
T83060164552,15440,4.99,2025-01-29,Student Plan,2025-02-28,active,True,30
T81523799709,15440,12.99,2025-03-03,Premium,2025-05-02,active,True,60
T58657220234,15441,12.99,2024-11-25,Premium,2025-01-24,active,True,60
T54333003857,15441,7.99,2025-01-27,Standard,2025-02-26,active,True,30
T51897028383,15441,7.99,2025-03-03,Standard,2025-04-02,active,True,30
T72739878607,15442,4.99,2024-11-25,Student Plan,2024-12-25,churned,False,30
T87694456842,15443,4.99,2024-11-26,Student Plan,2024-12-26,active,True,30
T86988432056,15443,4.99,2024-12-28,Student Plan,2025-01-27,churned,False,30
T61460612510,15444,7.99,2024-11-26,Standard,2024-12-26,active,True,30
T52188386569,15444,7.99,2024-12-29,Standard,2025-01-28,active,True,30
T86036417951,15444,7.99,2025-01-31,Standard,2025-03-02,active,True,30
T75587542487,15444,7.99,2025-03-03,Standard,2025-04-02,active,True,30
T64557262898,15445,4.99,2024-11-26,Student Plan,2024-12-26,active,True,30
T69691261353,15445,4.99,2024-12-27,Student Plan,2025-01-26,active,True,30
T76064618749,15445,12.99,2025-01-30,Premium,2025-03-31,active,True,60
T70012161526,15446,12.99,2024-11-26,Premium,2025-01-25,active,True,60
T67021331843,15446,12.99,2025-01-29,Premium,2025-03-30,active,True,60
T86796343045,15447,4.99,2024-11-26,Student Plan,2024-12-26,active,True,30
T76108604306,15447,4.99,2024-12-30,Student Plan,2025-01-29,churned,False,30
T74015303416,15448,7.99,2024-11-26,Standard,2024-12-26,active,True,30
T94667840366,15448,7.99,2024-12-30,Standard,2025-01-29,churned,False,30
T88806499260,15449,12.99,2024-11-26,Premium,2025-01-25,active,True,60
T92421857587,15449,7.99,2025-01-27,Standard,2025-02-26,active,True,30
T57445851315,15449,7.99,2025-03-01,Standard,2025-03-31,active,True,30
T89883171156,15450,4.99,2024-11-26,Student Plan,2024-12-26,active,True,30
T63663880123,15450,7.99,2024-12-28,Standard,2025-01-27,active,True,30
T99971685918,15450,4.99,2025-02-01,Student Plan,2025-03-03,active,True,30
T56285307833,15450,4.99,2025-03-07,Student Plan,2025-04-06,active,True,30
T51380564445,15451,12.99,2024-11-26,Premium,2025-01-25,active,True,60
T84533086925,15451,12.99,2025-01-26,Premium,2025-03-27,active,True,60
T77514334411,15452,12.99,2024-11-26,Premium,2025-01-25,active,True,60
T64679125991,15452,12.99,2025-01-29,Premium,2025-03-30,active,True,60
T88455013852,15453,7.99,2024-11-26,Standard,2024-12-26,active,True,30
T89285259043,15453,7.99,2024-12-31,Standard,2025-01-30,active,True,30
T71365098396,15453,7.99,2025-01-31,Standard,2025-03-02,churned,False,30
T66579372729,15454,12.99,2024-11-26,Premium,2025-01-25,active,True,60
T78612551072,15454,12.99,2025-01-30,Premium,2025-03-31,active,True,60
T84736312060,15455,4.99,2024-11-26,Student Plan,2024-12-26,active,True,30
T99122613411,15455,4.99,2024-12-27,Student Plan,2025-01-26,active,True,30
T85242371335,15455,12.99,2025-01-29,Premium,2025-03-30,active,True,60
T78455194058,15456,12.99,2024-11-26,Premium,2025-01-25,active,True,60
T73567086961,15456,12.99,2025-01-28,Premium,2025-03-29,active,True,60
T72127692599,15457,4.99,2024-11-26,Student Plan,2024-12-26,active,True,30
T59426664723,15457,4.99,2024-12-29,Student Plan,2025-01-28,active,True,30
T83257657806,15457,12.99,2025-01-29,Premium,2025-03-30,active,True,60
T81050654347,15458,12.99,2024-11-26,Premium,2025-01-25,active,True,60
T63828983966,15458,7.99,2025-01-28,Standard,2025-02-27,active,True,30
T64647978191,15458,7.99,2025-03-02,Standard,2025-04-01,churned,False,30
T74532660207,15459,12.99,2024-11-26,Premium,2025-01-25,active,True,60
T52436832916,15459,7.99,2025-01-27,Standard,2025-02-26,churned,False,30
T52531318179,15460,12.99,2024-11-26,Premium,2025-01-25,active,True,60
T74326901622,15460,12.99,2025-01-27,Premium,2025-03-28,active,True,60
T50853345489,15461,7.99,2024-11-26,Standard,2024-12-26,active,True,30
T58554670739,15461,7.99,2024-12-28,Standard,2025-01-27,active,True,30
T66555497564,15461,7.99,2025-01-29,Standard,2025-02-28,churned,False,30
T92907787681,15462,4.99,2024-11-27,Student Plan,2024-12-27,active,True,30
T96075967863,15462,4.99,2025-01-01,Student Plan,2025-01-31,active,True,30
T92993654837,15462,4.99,2025-02-04,Student Plan,2025-03-06,active,True,30
T54780856921,15462,4.99,2025-03-08,Student Plan,2025-04-07,active,True,30
T58630633451,15463,12.99,2024-11-27,Premium,2025-01-26,active,True,60
T74880547848,15463,12.99,2025-01-30,Premium,2025-03-31,active,True,60
T69297795527,15464,7.99,2024-11-27,Standard,2024-12-27,active,True,30
T78379059192,15464,12.99,2024-12-29,Premium,2025-02-27,active,True,60
T94655376093,15464,7.99,2025-03-01,Standard,2025-03-31,churned,False,30
T92312182222,15465,4.99,2024-11-27,Student Plan,2024-12-27,active,True,30
T53089216277,15465,4.99,2024-12-30,Student Plan,2025-01-29,churned,False,30
T67567747853,15466,12.99,2024-11-27,Premium,2025-01-26,active,True,60
T66954826562,15466,7.99,2025-01-28,Standard,2025-02-27,active,True,30
T72353869528,15466,7.99,2025-03-02,Standard,2025-04-01,active,True,30
T55571951408,15467,7.99,2024-11-27,Standard,2024-12-27,active,True,30
T51457614110,15467,12.99,2024-12-29,Premium,2025-02-27,active,True,60
T63614940247,15467,7.99,2025-03-04,Standard,2025-04-03,active,True,30
T94156874439,15468,12.99,2024-11-27,Premium,2025-01-26,active,True,60
T82366427395,15468,12.99,2025-01-31,Premium,2025-04-01,active,True,60
T98181105622,15469,7.99,2024-11-27,Standard,2024-12-27,active,True,30
T59104634487,15469,7.99,2025-01-01,Standard,2025-01-31,churned,False,30
T92815887281,15470,4.99,2024-11-27,Student Plan,2024-12-27,active,True,30
T88200389841,15470,4.99,2024-12-29,Student Plan,2025-01-28,active,True,30
T59827955783,15470,4.99,2025-01-31,Student Plan,2025-03-02,active,True,30
T95700231458,15470,12.99,2025-03-07,Premium,2025-05-06,active,True,60
T85441362078,15471,4.99,2024-11-27,Student Plan,2024-12-27,churned,False,30
T76855957598,15472,4.99,2024-11-27,Student Plan,2024-12-27,active,True,30
T94777141455,15472,4.99,2024-12-30,Student Plan,2025-01-29,active,True,30
T71673643700,15472,12.99,2025-02-02,Premium,2025-04-03,active,True,60
T62435042817,15473,4.99,2024-11-27,Student Plan,2024-12-27,active,True,30
T69264798236,15473,12.99,2025-01-01,Premium,2025-03-02,active,True,60
T79436914640,15473,12.99,2025-03-07,Premium,2025-05-06,active,True,60
T97925054491,15474,7.99,2024-11-27,Standard,2024-12-27,active,True,30
T79666611217,15474,7.99,2025-01-01,Standard,2025-01-31,active,True,30
T80247938756,15474,7.99,2025-02-04,Standard,2025-03-06,active,True,30
T58353528657,15474,7.99,2025-03-09,Standard,2025-04-08,active,True,30
T84958087694,15475,7.99,2024-11-27,Standard,2024-12-27,active,True,30
T91845657150,15475,12.99,2025-01-01,Premium,2025-03-02,active,True,60
T91277241090,15475,12.99,2025-03-04,Premium,2025-05-03,active,True,60
T89687257739,15476,4.99,2024-11-27,Student Plan,2024-12-27,churned,False,30
T97489433484,15477,4.99,2024-11-27,Student Plan,2024-12-27,active,True,30
T51911034858,15477,4.99,2024-12-28,Student Plan,2025-01-27,active,True,30
T50032062239,15477,4.99,2025-01-31,Student Plan,2025-03-02,active,True,30
T72535263358,15477,4.99,2025-03-06,Student Plan,2025-04-05,active,True,30
T96020299748,15478,12.99,2024-11-27,Premium,2025-01-26,active,True,60
T67798923211,15478,7.99,2025-01-31,Standard,2025-03-02,active,True,30
T59559755164,15478,12.99,2025-03-03,Premium,2025-05-02,active,True,60
T63605344757,15479,7.99,2024-11-28,Standard,2024-12-28,active,True,30
T61884301122,15479,7.99,2025-01-01,Standard,2025-01-31,active,True,30
T63407338917,15479,7.99,2025-02-02,Standard,2025-03-04,active,True,30
T68520386919,15479,12.99,2025-03-05,Premium,2025-05-04,active,True,60
T78742704785,15480,7.99,2024-11-28,Standard,2024-12-28,churned,False,30
T54384349455,15481,4.99,2024-11-28,Student Plan,2024-12-28,active,True,30
T94474821763,15481,7.99,2025-01-01,Standard,2025-01-31,active,True,30
T75263353829,15481,7.99,2025-02-03,Standard,2025-03-05,active,True,30
T53065522864,15481,12.99,2025-03-06,Premium,2025-05-05,active,True,60
T53565147745,15482,7.99,2024-11-28,Standard,2024-12-28,churned,False,30
T87057627940,15483,12.99,2024-11-28,Premium,2025-01-27,active,True,60
T54462310168,15483,12.99,2025-01-28,Premium,2025-03-29,active,True,60
T67082300142,15484,7.99,2024-11-28,Standard,2024-12-28,active,True,30
T95864951649,15484,7.99,2024-12-29,Standard,2025-01-28,churned,False,30
T54056267699,15485,7.99,2024-11-28,Standard,2024-12-28,churned,False,30
T61236326766,15486,4.99,2024-11-28,Student Plan,2024-12-28,active,True,30
T87686534983,15486,4.99,2024-12-29,Student Plan,2025-01-28,active,True,30
T86249703414,15486,7.99,2025-01-29,Standard,2025-02-28,active,True,30
T88061779497,15486,7.99,2025-03-05,Standard,2025-04-04,churned,False,30
T80417966240,15487,4.99,2024-11-28,Student Plan,2024-12-28,churned,False,30
T75539720363,15488,7.99,2024-11-28,Standard,2024-12-28,active,True,30
T81751167071,15488,7.99,2025-01-02,Standard,2025-02-01,churned,False,30
T61310668684,15489,7.99,2024-11-28,Standard,2024-12-28,active,True,30
T91803126400,15489,7.99,2025-01-02,Standard,2025-02-01,active,True,30
T72162898905,15489,7.99,2025-02-06,Standard,2025-03-08,active,True,30
T57716071175,15489,12.99,2025-03-10,Premium,2025-05-09,active,True,60
T80887229687,15490,4.99,2024-11-28,Student Plan,2024-12-28,churned,False,30
T71759684795,15491,12.99,2024-11-28,Premium,2025-01-27,active,True,60
T80008243875,15491,12.99,2025-01-28,Premium,2025-03-29,active,True,60
T73033260028,15492,7.99,2024-11-28,Standard,2024-12-28,active,True,30
T87205989735,15492,7.99,2024-12-30,Standard,2025-01-29,active,True,30
T58490889460,15492,7.99,2025-01-31,Standard,2025-03-02,active,True,30
T61468250958,15492,7.99,2025-03-06,Standard,2025-04-05,active,True,30
T93792753313,15493,12.99,2024-11-28,Premium,2025-01-27,churned,False,60
T55226784568,15494,4.99,2024-11-28,Student Plan,2024-12-28,active,True,30
T62180274174,15494,4.99,2025-01-02,Student Plan,2025-02-01,active,True,30
T68530227315,15494,4.99,2025-02-03,Student Plan,2025-03-05,churned,False,30
T56135352075,15495,12.99,2024-11-28,Premium,2025-01-27,active,True,60
T52323389217,15495,12.99,2025-02-01,Premium,2025-04-02,active,True,60
T69752630619,15496,4.99,2024-11-28,Student Plan,2024-12-28,churned,False,30
T76462479708,15497,7.99,2024-11-28,Standard,2024-12-28,active,True,30
